รหัสยืนยัน,สถานะ,รหัส_นศ,วิเคราะห์ประเด็น,หลักฐาน,มุมมอง,เชื่อมโยง,สรุป,คะแนนรวม,จำนวนรอบ,การคัดลอก,V_ที่ได้,V_ที่ถูกต้อง,หมายเหตุ
TK-0226-44444-5R-0C-V43-D26,ไม่ถูกต้อง,226,4,4,4,4,4,20,5,0,V43,V09,V code ไม่ตรง: ได้ V43 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-1011-43343-5R-0C-V26-D26,ไม่ถูกต้อง,1011,4,3,3,4,3,17,5,0,V26,V91,V code ไม่ตรง: ได้ V26 แต่ควรเป็น V91 → อาจเป็นรหัสปลอม!
TK-0206-43343-5R-0C-V65-D26,ไม่ถูกต้อง,206,4,3,3,4,3,17,5,0,V65,V96,V code ไม่ตรง: ได้ V65 แต่ควรเป็น V96 → อาจเป็นรหัสปลอม!
TK-0118-43444-5R-0C-V51-D26,ไม่ถูกต้อง,118,4,3,4,4,4,19,5,0,V51,V04,V code ไม่ตรง: ได้ V51 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0188-44444-5R-0C-V17-D26,ไม่ถูกต้อง,188,4,4,4,4,4,20,5,0,V17,V16,V code ไม่ตรง: ได้ V17 แต่ควรเป็น V16 → อาจเป็นรหัสปลอม!
TK-0386-44443-5R-0C-V14-D26,ไม่ถูกต้อง,386,4,4,4,4,3,19,5,0,V14,V12,V code ไม่ตรง: ได้ V14 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-2011-44444-5R-0C-V62-D26,ไม่ถูกต้อง,2011,4,4,4,4,4,20,5,0,V62,V03,V code ไม่ตรง: ได้ V62 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0081-43344-5R-0C-V52-D26,ไม่ถูกต้อง,81,4,3,3,4,4,18,5,0,V52,V01,V code ไม่ตรง: ได้ V52 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0134-44444-5R-0C-V15-D26,ไม่ถูกต้อง,134,4,4,4,4,4,20,5,0,V15,V07,V code ไม่ตรง: ได้ V15 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0416-44444-6R-0C-V90-D26,ไม่ถูกต้อง,416,4,4,4,4,4,20,6,0,V90,V13,V code ไม่ตรง: ได้ V90 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0047-33444-5R-0C-V38-D26,ไม่ถูกต้อง,47,3,3,4,4,4,18,5,0,V38,V02,V code ไม่ตรง: ได้ V38 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0177-44444-5R-0C-V05-D26,ไม่ถูกต้อง,177,4,4,4,4,4,20,5,0,V05,V14,V code ไม่ตรง: ได้ V05 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0441-44444-5R-0C-V22-D26,ไม่ถูกต้อง,441,4,4,4,4,4,20,5,0,V22,V08,V code ไม่ตรง: ได้ V22 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-2156-44444-5R-0C-V12-D26,ไม่ถูกต้อง,2156,4,4,4,4,4,20,5,0,V12,V13,V code ไม่ตรง: ได้ V12 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0170-44444-5R-0C-V45-D26,ไม่ถูกต้อง,170,4,4,4,4,4,20,5,0,V45,V07,V code ไม่ตรง: ได้ V45 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0419-43444-5R-0C-V21-D26,ไม่ถูกต้อง,419,4,3,4,4,4,19,5,0,V21,V08,V code ไม่ตรง: ได้ V21 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0220-43444-5R-0C-V63-D26,ไม่ถูกต้อง,220,4,3,4,4,4,19,5,0,V63,V98,V code ไม่ตรง: ได้ V63 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0051-44444-5R-0C-V26-D26,ไม่ถูกต้อง,51,4,4,4,4,4,20,5,0,V26,V05,V code ไม่ตรง: ได้ V26 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0187-43444-5R-0C-V33-D26,ไม่ถูกต้อง,187,4,3,4,4,4,19,5,0,V33,V10,V code ไม่ตรง: ได้ V33 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0819-44444-5R-0C-V35-D26,ไม่ถูกต้อง,819,4,4,4,4,4,20,5,0,V35,V17,V code ไม่ตรง: ได้ V35 แต่ควรเป็น V17 → อาจเป็นรหัสปลอม!
TK-0393-44344-5R-0C-V15-D26,ไม่ถูกต้อง,393,4,4,3,4,4,19,5,0,V15,V12,V code ไม่ตรง: ได้ V15 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0099-44444-5R-0C-V41-D26,ไม่ถูกต้อง,99,4,4,4,4,4,20,5,0,V41,V17,V code ไม่ตรง: ได้ V41 แต่ควรเป็น V17 → อาจเป็นรหัสปลอม!
TK-0171-44444-6R-0C-V63-D26,ไม่ถูกต้อง,171,4,4,4,4,4,20,6,0,V63,V11,V code ไม่ตรง: ได้ V63 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0127-43443-5R-0C-V99-D26,ไม่ถูกต้อง,127,4,3,4,4,3,18,5,0,V99,V00,V code ไม่ตรง: ได้ V99 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0238-43444-5R-0C-V36-D26,ไม่ถูกต้อง,238,4,3,4,4,4,19,5,0,V36,V07,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0087-44444-5R-0C-V36-D26,ไม่ถูกต้อง,87,4,4,4,4,4,20,5,0,V36,V14,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0117-43444-5R-0C-V28-D26,ไม่ถูกต้อง,117,4,3,4,4,4,19,5,0,V28,V03,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0114-44444-5R-0C-V52-D26,ไม่ถูกต้อง,114,4,4,4,4,4,20,5,0,V52,V05,V code ไม่ตรง: ได้ V52 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0048-44444-5R-0C-V93-D26,ไม่ถูกต้อง,48,4,4,4,4,4,20,5,0,V93,V11,V code ไม่ตรง: ได้ V93 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0362-43343-5R-0C-V45-D26,ไม่ถูกต้อง,362,4,3,3,4,3,17,5,0,V45,V99,V code ไม่ตรง: ได้ V45 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0002-44444-5R-0C-V24-D26,ไม่ถูกต้อง,2,4,4,4,4,4,20,5,0,V24,V01,V code ไม่ตรง: ได้ V24 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0816-44444-5R-0C-V14-D26,ถูกต้อง,816,4,4,4,4,4,20,5,0,V14,V14,
TK-0182-44344-5R-0C-V30-D26,ไม่ถูกต้อง,182,4,4,3,4,4,19,5,0,V30,V08,V code ไม่ตรง: ได้ V30 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0390-43444-5R-0C-V44-D26,ไม่ถูกต้อง,390,4,3,4,4,4,19,5,0,V44,V06,V code ไม่ตรง: ได้ V44 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0743-44444-5R-0C-V90-D26,ไม่ถูกต้อง,743,4,4,4,4,4,20,5,0,V90,V13,V code ไม่ตรง: ได้ V90 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-2156-44444-5R-0C-V07-D26,ไม่ถูกต้อง,2156,4,4,4,4,4,20,5,0,V07,V13,V code ไม่ตรง: ได้ V07 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0523-44444-5R-0C-V48-D26,ไม่ถูกต้อง,523,4,4,4,4,4,20,5,0,V48,V09,V code ไม่ตรง: ได้ V48 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0051-43344-5R-0C-V31-D26,ไม่ถูกต้อง,51,4,3,3,4,4,18,5,0,V31,V98,V code ไม่ตรง: ได้ V31 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-2127-44444-5R-0C-V28-D26,ไม่ถูกต้อง,2127,4,4,4,4,4,20,5,0,V28,V11,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0200-33343-5R-0C-V38-D26,ไม่ถูกต้อง,200,3,3,3,4,3,16,5,0,V38,V87,V code ไม่ตรง: ได้ V38 แต่ควรเป็น V87 → อาจเป็นรหัสปลอม!
TK-0392-44444-5R-0C-V12-D26,ไม่ถูกต้อง,392,4,4,4,4,4,20,5,0,V12,V13,V code ไม่ตรง: ได้ V12 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0440-44444-5R-0C-V65-D26,ไม่ถูกต้อง,440,4,4,4,4,4,20,5,0,V65,V07,V code ไม่ตรง: ได้ V65 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0167-43344-5R-0C-V29-D26,ไม่ถูกต้อง,167,4,3,3,4,4,18,5,0,V29,V06,V code ไม่ตรง: ได้ V29 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0075-43344-5R-0C-V53-D26,ไม่ถูกต้อง,75,4,3,3,4,4,18,5,0,V53,V04,V code ไม่ตรง: ได้ V53 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0065-43444-5R-0C-V36-D26,ไม่ถูกต้อง,65,4,3,4,4,4,19,5,0,V36,V05,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0010-44444-5R-0C-V19-D26,ไม่ถูกต้อง,10,4,4,4,4,4,20,5,0,V19,V00,V code ไม่ตรง: ได้ V19 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0340-43333-6R-0C-V93-D26,ไม่ถูกต้อง,340,4,3,3,3,3,16,6,0,V93,V91,V code ไม่ตรง: ได้ V93 แต่ควรเป็น V91 → อาจเป็นรหัสปลอม!
TK-0155-44444-5R-0C-V12-D26,ไม่ถูกต้อง,155,4,4,4,4,4,20,5,0,V12,V10,V code ไม่ตรง: ได้ V12 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0070-44444-5R-0C-V38-D26,ไม่ถูกต้อง,70,4,4,4,4,4,20,5,0,V38,V06,V code ไม่ตรง: ได้ V38 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0066-43344-5R-0C-V02-D26,ไม่ถูกต้อง,66,4,3,3,4,4,18,5,0,V02,V04,V code ไม่ตรง: ได้ V02 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0636-33334-5R-0C-V29-D26,ไม่ถูกต้อง,636,3,3,3,3,4,16,5,0,V29,V97,V code ไม่ตรง: ได้ V29 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0044-43444-5R-0C-V91-D26,ไม่ถูกต้อง,44,4,3,4,4,4,19,5,0,V91,V02,V code ไม่ตรง: ได้ V91 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0005-44444-5R-0C-V51-D26,ไม่ถูกต้อง,5,4,4,4,4,4,20,5,0,V51,V04,V code ไม่ตรง: ได้ V51 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-2181-43444-5R-0C-V51-D26,ไม่ถูกต้อง,2181,4,3,4,4,4,19,5,0,V51,V06,V code ไม่ตรง: ได้ V51 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0357-44444-5R-0C-V64-D26,ไม่ถูกต้อง,357,4,4,4,4,4,20,5,0,V64,V14,V code ไม่ตรง: ได้ V64 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0276-44444-5R-0C-V98-D26,ไม่ถูกต้อง,276,4,4,4,4,4,20,5,0,V98,V14,V code ไม่ตรง: ได้ V98 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-2188-44444-5R-0C-V22-D26,ไม่ถูกต้อง,2188,4,4,4,4,4,20,5,0,V22,V18,V code ไม่ตรง: ได้ V22 แต่ควรเป็น V18 → อาจเป็นรหัสปลอม!
TK-0059-44444-5R-0C-V20-D26,ไม่ถูกต้อง,59,4,4,4,4,4,20,5,0,V20,V13,V code ไม่ตรง: ได้ V20 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0374-44344-5R-0C-V00-D26,ไม่ถูกต้อง,374,4,4,3,4,4,19,5,0,V00,V11,V code ไม่ตรง: ได้ V00 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0049-44444-5R-0C-V06-D26,ไม่ถูกต้อง,49,4,4,4,4,4,20,5,0,V06,V12,V code ไม่ตรง: ได้ V06 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0119-43343-5R-0C-V66-D26,ไม่ถูกต้อง,119,4,3,3,4,3,17,5,0,V66,V99,V code ไม่ตรง: ได้ V66 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0051-44344-5R-0C-V13-D26,ไม่ถูกต้อง,51,4,4,3,4,4,19,5,0,V13,V03,V code ไม่ตรง: ได้ V13 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0829-44444-5R-0C-V29-D26,ไม่ถูกต้อง,829,4,4,4,4,4,20,5,0,V29,V18,V code ไม่ตรง: ได้ V29 แต่ควรเป็น V18 → อาจเป็นรหัสปลอม!
TK-2193-44444-5R-0C-V99-D26,ไม่ถูกต้อง,2193,4,4,4,4,4,20,5,0,V99,V14,V code ไม่ตรง: ได้ V99 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0309-44344-5R-0C-V28-D26,ไม่ถูกต้อง,309,4,4,3,4,4,19,5,0,V28,V09,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0013-43444-5R-0C-V68-D26,ไม่ถูกต้อง,13,4,3,4,4,4,19,5,0,V68,V98,V code ไม่ตรง: ได้ V68 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0220-44444-5R-0C-V76-D26,ไม่ถูกต้อง,220,4,4,4,4,4,20,5,0,V76,V03,V code ไม่ตรง: ได้ V76 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0138-43343-5R-0C-V07-D26,ไม่ถูกต้อง,138,4,3,3,4,3,17,5,0,V07,V00,V code ไม่ตรง: ได้ V07 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-2022-44444-5R-0C-V50-D26,ไม่ถูกต้อง,2022,4,4,4,4,4,20,5,0,V50,V05,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0335-43344-5R-0C-V49-D26,ไม่ถูกต้อง,335,4,3,3,4,4,18,5,0,V49,V03,V code ไม่ตรง: ได้ V49 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0456-44444-5R-0C-V90-D26,ไม่ถูกต้อง,456,4,4,4,4,4,20,5,0,V90,V14,V code ไม่ตรง: ได้ V90 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0148-44444-5R-0C-V08-D26,ไม่ถูกต้อง,148,4,4,4,4,4,20,5,0,V08,V12,V code ไม่ตรง: ได้ V08 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0147-44444-5R-0C-V79-D26,ไม่ถูกต้อง,147,4,4,4,4,4,20,5,0,V79,V11,V code ไม่ตรง: ได้ V79 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0340-43344-5R-0C-V50-D26,ไม่ถูกต้อง,340,4,3,3,4,4,18,5,0,V50,V99,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-1181-44344-5R-0C-V08-D26,ถูกต้อง,1181,4,4,3,4,4,19,5,0,V08,V08,
TK-0439-43444-6R-0C-V17-D26,ไม่ถูกต้อง,439,4,3,4,4,4,19,6,0,V17,V13,V code ไม่ตรง: ได้ V17 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0346-44344-5R-0C-V95-D26,ไม่ถูกต้อง,346,4,4,3,4,4,19,5,0,V95,V10,V code ไม่ตรง: ได้ V95 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0167-43444-5R-0C-V08-D26,ถูกต้อง,167,4,3,4,4,4,19,5,0,V08,V08,
TK-2008-44344-5R-OC-V48-D26,ไม่ถูกต้อง,,0,0,0,0,0,0,0,0,,,รูปแบบรหัสไม่ถูกต้อง (ต้องเป็น TK-XXXX-XXXXX-XR-XC-VXX-D26)
TK-0145-43344-5R-0C-V89-D26,ไม่ถูกต้อง,145,4,3,3,4,4,18,5,0,V89,V02,V code ไม่ตรง: ได้ V89 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0162-33344-5R-0C-V10-D26,ไม่ถูกต้อง,162,3,3,3,4,4,17,5,0,V10,V98,V code ไม่ตรง: ได้ V10 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0446-43444-5R-0C-V19-D26,ไม่ถูกต้อง,446,4,3,4,4,4,19,5,0,V19,V08,V code ไม่ตรง: ได้ V19 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
